Name / Description,Rating,"<img src=""https://s5.postimg.cc/gn6oq7t3b/g_cont.png"" width=""20"" height=""20"" title=""Game Tutorial Relates to!"">",Src / Author
"[tut_desc name=""Adding Glass to Doors"" desc=""This tutorial shows how to add translucent glass panels that move with the doors found in the Doors tutorial."" link=""https://twhl.info/wiki/page/Tutorial%3A_Adding_Glass_to_Doors"" download_link=""https://mega.nz/#F!xJhWSBgR!8uxop_oFfDX0p6xJiKWWoA"" home=0 /]",[kkratings id=310610],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""ambient_generic"" desc=""How to put background sound into your map"" link=""https://twhl.info/wiki/page/Tutorial%3A_ambient_generic"" home=0 /]",[kkratings id=310611],[HL],"[author name=""BrattyLord"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Beam &amp; Sprite Effects"" desc=""This tutorial covers some amazing entities like env_bubble, env_funnel and env_shooter"" link=""https://twhl.info/wiki/page/Tutorial%3A_Beam_and_Sprite_Effects"" download_link=""https://mega.nz/#F!BcJkmDJT!oPI8RuhZsUu18PS_kxGjLg"" home=0 /]",[kkratings id=310612],[HL],"[author name=""Skals"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Changing Hammer"" desc=""Change your Hammer splash screen"" link=""https://twhl.info/wiki/page/Tutorial%3A_Changing_Hammer"" home=0 /]",[kkratings id=310613],[game_multi],"[author name=""Seventh-Monkey"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Changing Levels"" desc=""Simple guide to level changes, Including One Way."" link=""https://twhl.info/wiki/page/Tutorial%3A_Changing_Levels"" download_link=""https://mega.nz/#F!gcIChTaR!aSQZkTG-fdpqvb2Yw5x3uA"" home=0 /]",[kkratings id=310614],[HL],"[author name=""kol"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Compiling Introduced"" desc=""An introduction to compiling, what it is, how it works, and the different ways it can be done."" link=""https://twhl.info/wiki/page/Tutorial%3A_Compiling_Introduced"" home=0 /]",[kkratings id=310615],[HL],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Creating Overviews"" desc=""How to create those in-game overviews"" link=""https://twhl.info/wiki/page/Tutorial%3A_Creating_Overviews"" home=0 /]",[kkratings id=310616],[HL],"[author name=""andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Introduction to Counter-Strike mapping"" desc=""Create the classic cs_map."" link=""https://twhl.info/wiki/page/Tutorial%3A_Counter-Strike_mapping"" home=0 /]",[kkratings id=310618],[CS],"[author name=""pepper"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Half-Life Map Entity Editing"" desc=""there is some map data that can easily be edited in any text editor (such as Notepad) without changing the compiled map - entities"" link=""https://www.joe.to/cstrike/ents/"" home=0 /]",[kkratings id=310619],[HL],"[author name=""Joe"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Dark Outdoor Maps"" desc=""Put a little night in your map."" link=""https://twhl.info/wiki/page/Tutorial%3A_Dark_Outdoor_Maps"" download_link=""https://mega.nz/#F!8MozSbrS!tKTWeWlBHrgjhbFz1cO_ag"" home=0 /]",[kkratings id=310620],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Dead NPCs for HL1 and CS"" desc=""Need some corpses for your maps? Read on."" link=""https://twhl.info/wiki/page/Tutorial%3A_Dead_NPCs_for_HL1_and_CS"" home=0 /]",[kkratings id=310621],[game_multi],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Decals: All You Need To Know"" desc=""The easy way to place Decals"" link=""https://twhl.info/wiki/page/Tutorial%3A_Decals%3A_All_You_Need_To_Know"" home=0 /]",[kkratings id=310622],[HL],"[author name=""SlayerA"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""More Complex Triggers"" desc=""Create a series of triggers that make an interesting scenario - an explosive elevator."" link=""https://twhl.info/wiki/page/Tutorial%3A_More_Complex_Triggers"" download_link=""https://mega.nz/#F!AcRhjJYZ!8Dz95uF-k756EhpWfdMT0w"" home=0 /]",[kkratings id=310623],[HL],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Detailing Maps"" desc=""How to keep even the simplest architecture looking good."" link=""https://twhl.info/wiki/page/Tutorial%3A_Detailing_Maps"" home=0 /]",[kkratings id=310624],[HL],"[author name=""ZombieLoffe"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Diagnosing Problems"" desc=""Covers locating and fixing many mapping mistakes."" link=""https://twhl.info/wiki/page/Tutorial%3A_Diagnosing_Problems"" home=0 /]",[kkratings id=310625],[game_multi],"[author name=""rowleybob"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Dimensions"" desc=""How wide, high, long can I make things?"" link=""https://twhl.info/wiki/page/Tutorial%3A_Dimensions"" home=0 /]",[kkratings id=310626],[game_multi],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Doors"" desc=""Create sliding or hinged doors with this tutorial."" link=""https://twhl.info/wiki/page/Tutorial%3A_Doors"" download_link=""https://mega.nz/#F!RI5nWA7I!nTcPTv07wVaY3mq_fanpkA"" home=0 /]",[kkratings id=310627],[HL],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Elevator Doors that move"" desc=""Moving elevator doors. A complex look at path_corner interaction"" link=""https://twhl.info/wiki/page/Tutorial%3A_Elevator_Doors_that_move"" download_link=""https://mega.nz/#F!oNBXHQjC!Fm-RWlQxXL_I_fOX8p2lrg"" home=0 /]",[kkratings id=310628],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Elevators using func_train"" desc=""A basic elevator using a func_train and path."" link=""https://twhl.info/wiki/page/Tutorial%3A_Elevators_using_func_train"" download_link=""https://mega.nz/#F!9E53Tb4Z!imnJsdGdFiT3hHdW0UH0cw"" home=0 /]",[kkratings id=310629],[HL],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Environment"" desc=""A tutorial that explains how to set up a sky, as well as how to light outdoor areas."" link=""https://twhl.info/wiki/page/Tutorial%3A_Environment"" downoad_link=""https://mega.nz/#F!8FZSWDRa!2xKIa8gBpDsVk92csnvzng"" home=0 /]",[kkratings id=310630],[HL],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Equipping Weapons in CS"" desc=""Controlling weapon usage in Counter-Strike"" link=""https://twhl.info/wiki/page/Tutorial%3A_Equipping_Weapons_in_CS"" download_link=""https://mega.nz/#F!kFoX1ZYT!nJS1qx5gpGzd0cqdX-cKzw"" home=0 /]",[kkratings id=310631],[CS],"[author name=""Peace and LOve"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Fans"" desc=""Build a working fan that creates wind."" link=""https://twhl.info/wiki/page/Tutorial%3A_Fans"" download_links=""https://mega.nz/#F!dJIl2SRK!NpZn5RMSDiqRXO2IOY-z7w"" home=0 /]",[kkratings id=310632],[HL],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Flame Effect"" desc=""A quick tutorial explaining how to create a slightly more advanced sprite-based flame effect, using a multimanager."" link=""https://twhl.info/wiki/page/Tutorial%3A_Flame_Effect"" download_link=""https://mega.nz/#F!gNYGwKaR!yGmvE7xFQDLeZgcEtjHerw"" home=0 /]",[kkratings id=310633],[HL],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Glass"" desc=""Create a breakable, translucent glasshouse."" link=""https://twhl.info/wiki/page/Tutorial%3A_Glass"" download_link=""https://mega.nz/#F!1EomgQLJ!Vh9QxbhHMo3GXn5Jm7spVA"" home=0 /]",[kkratings id=310634],[HL],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Finding Leaks Using Pointfiles"" desc=""Find those annoying leaks the easy way!"" link=""http://web.archive.org/web/20040314235749/http://articles.thewavelength.net/292/"" home=0 /]",[kkratings id=310635],[HL],"[author name=""EarthQuake"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""The Mysteries of the Pak File..."" desc=""The Pak file Demystified"" link=""http://web.archive.org/web/20040530123006/http://articles.thewavelength.net/256/"" home=0 /]",[kkratings id=310636],[game_multi],"[author name=""Bored_technician"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Half-Life Compilers"" desc=""Somewhat Detailed Explanation of Half-Life Compiling Tools And/Or Techniques"" link=""http://articles.thewavelength.net/241/"" home=0 /]",[kkratings id=310637],[HL],"[author name=""Anubis"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Setting up Hammer 3.4"" desc=""Ok folks, this little guide is going to get you set up with Hammer 3.4 (Formerly Worldcraft)."" link=""http://articles.thewavelength.net/179/"" home=0 /]",[kkratings id=310638],[HL],"[author name=""Bulk"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Changing the sky in your map"" desc=""Changing the sky in your map"" link=""http://articles.thewavelength.net/408/"" home=0 /]",[kkratings id=310639],[HL],"[author name=""Doofus"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Texture Application Tool"" desc=""Texture Application Tool inside Hammer"" link=""http://articles.thewavelength.net/264/"" home=0 /]",[kkratings id=310640],[HL],"[author name=""slackiller"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Simple r-speed tutorial"" desc=""Basic texture scaling and VIS-blocking"" link=""http://articles.thewavelength.net/234/"" home=0 /]",[kkratings id=310641],[HL],"[author name=""imaculata2000"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Hammer Beginner Tutorial 5"" desc=""Lifts 'n' Stuff..."" link=""http://web.archive.org/web/20150418085020/http://articles.thewavelength.net/193/"" home=0 /]",[kkratings id=310642],[HL],"[author name=""Hellbringer"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Hammer Beginner Tutorial 4"" desc=""Door Antics..."" link=""http://web.archive.org/web/20150418084652/http://articles.thewavelength.net/192/"" home=0 /]",[kkratings id=310643],[HL],"[author name=""Hellbringer"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Hammer Beginner Tutorial 3"" desc=""Adding Rooms, Hallways, and Doors"" link=""http://web.archive.org/web/20140811144641/http://articles.thewavelength.net/190/"" home=0 /]",[kkratings id=310644],[HL],"[author name=""Hellbringer"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Hammer Beginner Tutorial 2"" desc=""Your First Room"" link=""http://web.archive.org/web/20040517212410/http://articles.thewavelength.net/180/"" home=0 /]",[kkratings id=310645],[HL],"[author name=""Hellbringer"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Hammer Beginner Tutorial 1"" desc=""What the heck makes up a 'level' anyway"" link=""http://articles.thewavelength.net/178/"" home=0 /]",[kkratings id=310646],[HL],"[author name=""Hellbringer"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Cropping technique..."" desc=""apply images to brushes with no seams"" link=""http://web.archive.org/web/20040626005827/http://articles.thewavelength.net/312/"" home=0 /]",[kkratings id=310647],[HL],"[author name=""-+Arcadian+-"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Using Complex brushes (Realistic Cliffs)"" desc=""Using more complex brushwork"" link=""http://web.archive.org/web/20040614203337/http://articles.thewavelength.net/272/"" home=0 /]",[kkratings id=310648],[HL],"[author name=""TorQueMoD"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Multisource and env_globals"" desc=""This is my first tutorial, but don't worry, you'll get the hang of multisources and env_globals by the time you've read through this. Blue statements are the functions I want you to perform. So let's get started."" link=""http://articles.thewavelength.net/233/"" home=0 /]",[kkratings id=310649],[HL],"[author name=""imaculata2000"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Multi Managers Explained"" desc=""This is a basic tutorial on how to use and setup a multi_manager. No advanced experience is needed to use this entity, but it is assumed you know how to place and manipulate entities. "" link=""http://articles.thewavelength.net/231/"" home=0 /]",[kkratings id=310650],[HL],"[author name=""Bulk"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png""]"
"[tut_desc name=""Globals 1"" desc=""An introduction to the env_global and how to use it to do cool inter-level stuff."" link=""https://twhl.info/wiki/page/Tutorial%3A_Globals"" download_link=""https://mega.nz/#F!MQolkKKZ!4dzzVb_gcycHyFCRvjm_FA"" home=0 /]",[kkratings id=310651],[HL],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Grunts and Guns"" desc=""Turrets controlled by grunts? How about turrets controlled by grunts and players? Find out how here!"" link=""https://twhl.info/wiki/page/Tutorial%3A_Grunts_and_Guns"" download_link=""https://mega.nz/#F!FcxAEA7b!Pd243I0AOamBfjQ-IuqWIg"" home=0 /]",[kkratings id=310653],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Half-Life Deathmatch Mapping"" desc=""What is HLDM?"" link=""https://twhl.info/wiki/page/Tutorial%3A_Half-Life_Deathmatch_mapping"" home=0 /]",[kkratings id=310654],[HL],"[author name=""ministeve"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Mortar Madness"" desc=""How to create a mortar"" link=""https://twhl.info/wiki/page/Tutorial%3A_Mortar_Madness"" download_link=""https://mega.nz/#F!0U5ywChY!EBvShHwl6UXyURkzTLXXeQ"" home=0 /]",[kkratings id=310655],[HL],"[author name=""38_98"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Hallways"" desc=""Using the Clipping tool."" link=""https://twhl.info/wiki/page/Tutorial%3A_Hallways"" download_link=""https://mega.nz/#F!cJolCawD!2AJ5xIiVE5CXJLDN6mqDFg"" home=0 /]",[kkratings id=310656],[HL],"[author name=""Iruyun"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Hint Brushes"" desc=""What are they?"" link=""https://twhl.info/wiki/page/Tutorial%3A_Hint_Brushes"" download_link=""https://mega.nz/#F!RAwgzSxZ!v8Ve21a-p0YDw4M0SGFC1A"" home=0 /]",[kkratings id=310657],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""How to load a map (.bsp file) in-game"" desc=""Basic tutorial on using the command line or console to run a map."" link=""https://twhl.info/wiki/page/Tutorial%3A_How_to_load_a_map_%28.bsp_file%29_in-game"" home=0 /]",[kkratings id=310658],[HL],"[author name=""Skeeve"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Importing Models and Textures"" desc=""How to import Models and Textures from other Mod's"" link=""https://twhl.info/wiki/page/Tutorial%3A_Importing_Models_and_Textures"" home=0 /]",[kkratings id=310659],[HL],"[author name=""Vassy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""In the Beginning"" desc=""Really basic tutorial on building a cube and compiling it."" link=""https://twhl.info/wiki/page/Tutorial%3A_In_the_Beginning"" download_link=""https://mega.nz/#F!kZBHDRgL!sMYvramojroXf8JYwxndMA"" home=0 /]",[kkratings id=310660],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""In the Beginning Part 2"" desc=""Walls and Halls: life after the cube. Make another one and connect them with a corridor."" link=""https://twhl.info/wiki/page/Tutorial%3A_In_the_Beginning_Part_2"" download_link=""https://mega.nz/#F!4dBjzAgY!GFlL8bZZykDu12mmSOs2gg"" home=0 /]",[kkratings id=310661],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""In the Beginning Part 3"" desc=""Basic Texture Application: Got walls and halls, now add some textures to make it all look great."" link=""https://twhl.info/wiki/page/Tutorial%3A_In_the_Beginning_Part_3"" download_link=""https://mega.nz/#F!EVpk1CKa!fF8XxI6XwzCteWBDIML7Rw"" home=0 /]",[kkratings id=310662],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""In the Beginning Part 4"" desc=""Basic Lighting: Got a textured room, so add some lights..."" link=""https://twhl.info/wiki/page/Tutorial%3A_In_the_Beginning_Part_4"" download_link=""https://mega.nz/#F!RJZGDIhD!zKwyesNsYjDrcCLa7reNqg"" home=0 /]",[kkratings id=310663],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""In the Beginning Part 5"" desc=""Furniture: Add some furniture prefabs to enhance realism."" link=""https://twhl.info/wiki/page/Tutorial%3A_In_the_Beginning_Part_5"" download_link=""https://mega.nz/#F!9QgCwCYQ!od0bCTqw1PeZzo7QkzhAwQ"" home=0 /]",[kkratings id=310664],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""In the Beginning Part 6"" desc=""Monsters: Adding Barneys, grunts and aliens brings your map to life. This is a basic guide."" link=""https://twhl.info/wiki/page/Tutorial%3A_In_the_Beginning_Part_6"" download_link=""https://mega.nz/#F!xYZSzLBJ!Y6rq9__0TU-qR52oV7UNeg"" home=0 /]",[kkratings id=310665],[HL],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Introduction to Mapping"" desc=""An introduction to mapping concepts and setting up WorldCraft"" link=""https://twhl.info/wiki/page/Tutorial%3A_Introduction_to_mapping"" home=0 /]",[kkratings id=310666],[game_multi],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Keys"" desc=""Making Keys, and getting them to open doors"" link=""https://twhl.info/wiki/page/Tutorial%3A_Keys"" download_link=""https://mega.nz/#F!pZQTlbrT!az0dq1Sc1ARzm6Uol7tdVQ"" home=0 /]",[kkratings id=310667],[HL],"[author name=""Marlborometal"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Ladders"" desc=""A quick tutorial describing ladders and their various uses."" link=""https://twhl.info/wiki/page/Tutorial%3A_Ladders"" download_link=""https://mega.nz/#F!FcoxRQ6a!8n64rzBfLd7_PD1U8lXcrA"" home=0 /]",[kkratings id=310668],[HL],"[author name=""LightForce"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Land Mine Effect"" desc=""How to simulate land mines"" link=""https://twhl.info/wiki/page/Tutorial%3A_Land_Mine_Effect_"" download_link=""https://mega.nz/#F!dAhkjRga!3eO5kuhfHK4BFz-E9piXLA"" home=0 /]",[kkratings id=310669],[HL],"[author name=""Rebel Shuttle"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Laser and Beam Effects"" desc=""Explains how to set up the moving laser trick, as well as some things that can be done with circular beams."" link=""https://twhl.info/wiki/page/Tutorial%3A_Laser_and_Beam_Effects"" download_link=""https://mega.nz/#F!kQB2RQBL!wsJr8UDSPnvefJqV0v5rag"" home=0 /]",[kkratings id=310670],[HL],"[author name=""atom"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Light"" desc=""All you ever needed to know."" link=""https://twhl.info/wiki/page/Tutorial%3A_Light"" home=0 /]",[kkratings id=310671],[HL],"[author name=""BJ"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Multisource"" desc=""Concept of the multisource entity explained, along with two applications of it."" link=""https://twhl.info/wiki/page/Tutorial%3A_Multisource"" download_link=""https://mega.nz/#F!kIpVGLDb!bbAIVhjcgzDup8K2gpa5iA"" home=0 /]",[kkratings id=310672],[HL],"[author name=""SlayerA"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Multi_manager Looping Made Easy"" desc=""Looping a sequence using multi managers without the fear of a map crash. Also with an example on how to loop with multiple multi managers."" link=""https://twhl.info/wiki/page/Tutorial%3A_Multi_manager_Looping_Made_Easy"" download_link=""https://mega.nz/#F!5EpmERBL!aitwoFKl37XDCmClUO1ugw"" home=0 /]",[kkratings id=310673],[HL],"[author name=""Stojke"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Perfect Timing with Doors"" desc=""This tutorial shows how to get any doors , how awkward they may be , to close and open at the same time as each other."" link=""https://twhl.info/wiki/page/Tutorial%3A_Perfect_Timing_with_Doors"" home=0 /]",[kkratings id=310674],[HL],"[author name=""Instant Mix"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Rain"" desc=""Rain for Half-Life"" link=""https://twhl.info/wiki/page/Tutorial%3A_Rain_"" home=0 /]",[kkratings id=310675],[HL],"[author name=""Seventh-Monkey"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Random entity triggering"" desc=""Learn how to randomly trigger events in your map, without any custom code!"" link=""https://twhl.info/wiki/page/Tutorial%3A_Random_entity_triggering"" download_link=""https://mega.nz/#F!0BY20ZiB!7-w7AWg-HlXuVVPUiy7aKw"" home=0 /]",[kkratings id=310676],[HL],"[author name=""Stojke"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Read Me First"" desc=""A long winded look at mapping"" link=""https://twhl.info/wiki/page/Tutorial%3A_Read_Me_First"" home=0 /]",[kkratings id=310677],[game_multi],"[author name=""Andy"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
