Name / Purpose,Rating,"<img src=""https://s5.postimg.cc/hcrrlhu9z/camera_2.png"" width=""20"" height=""17"" title=""Screenshot"">",Engine,"<img src=""https://s5.postimg.cc/5ipco5hc3/DL_WHITE.png"" width=""28"" height=""21"" class=""alignnone"" style=""margin-top: 4px;margin-left: 8px"" />"
"[title_desc name=""FGD SublimeText Highlighter"" desc=""FGD highlighting for Sublime Text editor"" /]",[kkratings id=313217],"[prev img=""https://s5.postimg.cc/kjk5ev3if/script_tool.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!xVonBI7A!bAZkaUhw-lrft_3at97c4w"" /]"
"[title_desc name=""Fixed Steam HD Pack for Half-Life"" desc=""High definition pack for Half-Life and Opposing Force"" /]",[kkratings id=313218],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!8JggwaSb!iGRl2t_w525ujHGkimDPMg"" /]"
"[title_desc name=""Game Extractor"" desc=""Extract content from game archive files"" /]",[kkratings id=313219],"[prev img=""https://s5.postimg.cc/ax6xai51j/u_http_img_brothersoft_com_screenshots_softim.jpg"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!NYoEiaJb!0_dciRzX4coRDUCp-m3tUg"" /]"
"[title_desc name=""GCF Scape"" desc=""Defacto tool for extracting content from steam archives"" /]",[kkratings id=313220],"[prev img=""https://s5.postimg.cc/4xj66uk93/u_http_nemesis_thewavelength_net_images_news.gif"" /]",[all_engines],"[mega id=""https://mega.nz/#F!hNwBTLAZ!tAWjkINk09hXBaGrjNoMsg"" /]"
"[title_desc name=""Gibbeds VPK Extractor + Fixed Version"" desc=""Extract the contents of VPK files"" /]",[kkratings id=313221],"[prev img=""https://s5.postimg.cc/aaclypxjb/u_http_cs_zona_net_ld_9_17888728_png_f_1.png"" /]",[source_and_source2],"[mega id=""https://mega.nz/#F!ABI3iLyQ!DkKDc6yJcN9sXX6gk8wuSA"" /]"
"[title_desc name=""GMOD LUA IDE"" desc=""Development environment for Garrys mod Lua files"" /]",[kkratings id=313222],"[prev img=""https://s5.postimg.cc/3l62ipc7b/luaide.png"" /]",[source],"[mega id=""https://mega.nz/#F!kE4EVIpA!MsgRBDWyuu3PAe2gAhrZbg"" /]"
"[title_desc name=""Gold Wave"" desc=""Sound editing tool, useful for looping by adding cues"" /]",[kkratings id=313223],"[prev img=""https://s5.postimg.cc/6tajvqyh3/gwmaincobalt.png"" /]",[all_engines],"[mega id=""https://mega.nz/#F!8ZZjzDhD!SDdCrUDbsKlhchdv0whxnA"" /]"
"[title_desc name=""GUI Debug options for HL2DM"" desc=""Debug options for HL2 Deathmatch"" /]",[kkratings id=313224],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!ZJQgRbxJ!lf_9eLWg1DbSnhn-HwSIAA"" /]"
"[title_desc name=""HardOCP Benchmark"" desc=""Demo files to benchmark Half-Life 2"" /]",[kkratings id=313225],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!IBolgLoZ!Q76T-PVp7Aq0JN51bMv9BA"" /]"
"[title_desc name=""HL Mod Launcher"" desc=""Launch mods for Half-Life"" /]",[kkratings id=313226],"[prev img=""https://s5.postimg.cc/4hpiuv4sn/modlauncher.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!hMB2HBrT!UpIZpyNEPIjgihOT50JTuQ"" /]"
"[title_desc name=""Hl2 Model List"" desc=""Spreadsheet listing HL2 models"" /]",[kkratings id=313227],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!cRpR3IyL!5eifD3iY5OL98zleD-MpBg"" /]"
"[title_desc name=""Half-life Advanced Effects (HLAE)"" desc=""a collection of tools to enrich GoldSrc"" /]",[kkratings id=313228],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!QMhAALyB!jcKOpuhKMftAbADkchEvCQ"" /]"
"[title_desc name=""hllib"" desc=""HLLib is a package library for Half-Life that abstracts several package formats"" /]",[kkratings id=313229],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!1Z5RRTAY!485JBBel8XNc96ZQrBjdVQ"" /]"
"[title_desc name=""MAGX's Tools"" desc=""A collection of tools to help with modding"" /]",[kkratings id=313230],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!VUAixLQZ!YqX0Shx85lvxGDuS58jskg"" /]"
"[title_desc name=""Mod Maker"" desc=""A collection of tools to help with modding"" /]",[kkratings id=313231],"[prev img=""https://s5.postimg.cc/yawj3gtfr/Main_Window.png"" /]",[source],"[mega id=""https://mega.nz/#F!0YRnkBaD!4jgib7VXAI-gzB2RiSKnUA"" /]"
"[title_desc name=""Half-Life Mod Folder Creation Tool (modtool)"" desc=""Automatically makes a blank mod!"" /]",[kkratings id=313232],"[prev img=""https://s5.postimg.cc/cprgfuwp3/modtool.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!IVASBSQJ!GnX1L9tVrhZXLNIr73HAYA"" /]"
"[title_desc name=""Nightfire Workshop"" desc=""Workshop tools for creating Nightfire content"" /]",[kkratings id=313233],"[prev img=""https://s5.postimg.cc/f8d5gjifb/nightfire.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!QIwXWbyJ!FDO_DVfPoBodfNHgegfh1A"" /]"
"[title_desc name=""NPP Valve Definition file"" desc=""Notepad++ syntax highlighting for Valve files"" /]",[kkratings id=313234],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[all_engines],"[mega id=""https://mega.nz/#F!ZFo1RaJA!C7lyY6d4iYUa4IxR1XfHZA"" /]"
"[title_desc name=""OmniToolz"" desc=""OmniToolz is a tweaker made for all games out there!"" /]",[kkratings id=313235],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!pNx2zSDK!mDlyLdKPU6_aVn3D9a7dOA"" /]"
"[title_desc name=""OpenVR"" desc=""Valves VR toolkit for the HTC Vive"" /]",[kkratings id=313236],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[all_engines],"[mega id=""https://mega.nz/#F!FRonnJzB!oAc1qCYLYzvrZXvf125MmQ"" /]"
"[title_desc name=""PackBSP"" desc=""PackBSP is a tool to help automatically manage and pack dependencies in custom maps for games"" /]",[kkratings id=313237],"[prev img=""https://s5.postimg.cc/duq3yz8jr/4806a.jpg"" /]",[source],"[mega id=""https://mega.nz/#F!kV5jCbBb!V2X5jLTNR6bsLcRedJ2A3Q"" /]"
"[title_desc name=""PAK Explorer"" desc=""Pak Explorer is a tool to help view and edit the contents of Qukae II PAK files"" /]",[kkratings id=313238],"[prev img=""https://s5.postimg.cc/71h0uljwn/pakexplor.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!dUZR0DIb!pEGB3afe9QWgO6VFHXpVsg"" /]"
"[title_desc name=""Pakrat"" desc=""PakRat is a graphical replacement for the BSPZIP program"" /]",[kkratings id=313239],"[prev img=""https://s5.postimg.cc/ndr2kby87/pakrat1.gif"" /]",[source],"[mega id=""https://mega.nz/#F!9I4mjCIZ!r3LPdDhGkrD8Ph_4MdjxPQ"" /]"
"[title_desc name=""PakScape"" desc=""PakScape is a PAK and PK3 explorer/creator"" /]",[kkratings id=313240],"[prev img=""https://s5.postimg.cc/igi3cylmv/2071.jpg"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!sQ5BAKyb!C5TM9Of58T3TTS9dsXRPJQ"" /]"
"[title_desc name=""Particle benchmark"" desc=""Benchmark which introduced some of the new and more advanced features of the Source engine and Valve's hybrid threading technology"" /]",[kkratings id=313241],"[prev img=""https://s5.postimg.cc/4o3ohbuvb/latest_cb_20100324132849_path_prefix_en.jpg"" /]",[source],"[mega id=""https://mega.nz/#F!QERRWZiT!yUCusSZDYNp26iUI_dLMJg"" /]"
"[title_desc name=""Phoneme Extractor"" desc=""Very useful tool when working with faceposer and creating dialog"" /]",[kkratings id=313242],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!wNQQzKQI!EWHdWHrEuncwlQMY6RKPUQ"" /]"
"[title_desc name=""PiLauncher"" desc=""PiLauncher lists the mods installed on your favourite games to make them easy to launch"" /]",[kkratings id=313243],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!0E41ka4S!tDp1Z3x4wUc3qcoNie8EIQ"" /]"
"[title_desc name=""Res Generator"" desc=""Generate RES files for your maps"" /]",[kkratings id=313244],"[prev img=""https://s5.postimg.cc/c96pcspvr/resgenerator.png"" /]",[source],"[mega id=""https://mega.nz/#F!hdwBRK7Z!eg2kUONIU8msefPxXbBaRg"" /]"
"[title_desc name=""ResGen"" desc=""RESGen. A tool to create .res files for Half-Life."" /]",[kkratings id=313245],"[prev img=""https://s5.postimg.cc/y5nre9g93/cmd_Tool.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!gRp0XAgQ!Th8vkw16qMpGVLn_aklEjw"" /]"
"[title_desc name=""Sassilization Inline Patcher"" desc=""fixes 'bad inline model number #, worldmodel not yet setup' errors"" /]",[kkratings id=313246],"[prev img=""https://s5.postimg.cc/p1utcq1hj/inlinepatcher1.png"" /]",[source],"[mega id=""https://mega.nz/#F!JNpAlZ7A!3u2kXdqho_TJ4QKgTKrfug"" /]"
"[title_desc name=""Search Valve Wiki through Sublime Text"" desc=""Sublime Text filter system that searches the Valve wiki for the input text"" /]",[kkratings id=313247],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[all_engines],"[mega id=""https://mega.nz/#F!4YZUzQLI!OR9NaXyeaN4Gbbp-lDCwPg"" /]"
"[title_desc name=""Source Engine Automatic Demo Saver (SEADS)"" desc=""Automatically saves demos recored in source engine games"" /]",[kkratings id=313248],"[prev img=""https://s5.postimg.cc/hae3e5xc7/seads3_22.jpg"" /]",[source],"[mega id=""https://mega.nz/#F!kEo1TQhI!pz-lACcMxwpVxK66w7IvmQ"" /]"
"[title_desc name=""Source Game Starter"" desc=""Makes starting Source based game server as easy as possible"" /]",[kkratings id=313249],"[prev img=""https://s5.postimg.cc/ryhud07bb/sourcegamestarter.png"" /]",[source],"[mega id=""https://mega.nz/#F!5IYQQTDb!-8CdrXoe-CaZPWRykvt2kA"" /]"
"[title_desc name=""Source Icon Pack"" desc=""selection of icons for Valve filetypes making development on windows easier"" /]",[kkratings id=313250],"[prev img=""https://s5.postimg.cc/n149rw5c7/52adf30b004f6.jpg"" /]",[all_engines],"[mega id=""https://mega.nz/#F!cAJExSBZ!qUd2gRh07NONbvNiKfvbxg"" /]"
"[title_desc name=""Source Multi Tool"" desc=""Source Multi-Tool is meant as a replacement to Valves Source SDK Launcher"" /]",[kkratings id=313251],"[prev img=""https://s5.postimg.cc/wztts445j/screenshot01.png"" /]",[source],"[mega id=""https://mega.nz/#F!oIxyhB6Z!8490wNXXBzwxd9E5kflz-A"" /]"
"[title_desc name=""Source Sauce"" desc=""Source Sauce is a replacement out-of-game utility for the in-game options menu of Source Games. "" /]",[kkratings id=313252],"[prev img=""https://s5.postimg.cc/ap5ys56vb/Source_Sauce.jpg"" /]",[source],"[mega id=""https://mega.nz/#F!lUok3b7S!ffMyrNxZErJ-e0xC9RW-qw"" /]"
"[title_desc name=""Source SDK Gadget"" desc=""Windows gadget for the source sdk"" /]",[kkratings id=313253],"[prev img=""https://s5.postimg.cc/j8pcpwf7r/Source_SDKGadget.png"" /]",[source],"[mega id=""https://mega.nz/#F!EAYARZ7Q!u31tYm6bqWM9gqZtaQ3dEw"" /]"
"[title_desc name=""Source SDK Launcher for Portal"" desc=""Launches source sdk for Portal"" /]",[kkratings id=313254],"[prev img=""https://s5.postimg.cc/419d5jnd3/sdklauncher_moddbpreview.png"" /]",[source],"[mega id=""https://mega.nz/#F!5JAlwA4J!fF5Mt9Y_hctiow3SpTdwag"" /]"
"[title_desc name=""Source Shader Editor"" desc=""Create custom shaders for Source from a node based interface"" /]",[kkratings id=313255],"[prev img=""https://s5.postimg.cc/wgoqiucqv/maxresdefault.jpg"" /]",[source],"[mega id=""https://mega.nz/#F!REB3lZha!4fHTkzWHNuX7AU5Iv-VMHA"" /]"
"[title_desc name=""SrcDemo2"" desc=""Render smoother Source Engine videos, faster."" /]",[kkratings id=313256],"[prev img=""https://s5.postimg.cc/4hukrzb47/screenshot.png"" /]",[source],"[mega id=""https://mega.nz/#F!FUIRwJ5Z!XwBuqZP0AafAPo5yS4Po8g"" /]"
"[title_desc name=""STEAM Source Mod Manager"" desc=""This tools manages your custom modifications for your Source based Steam games."" /]",[kkratings id=313257],"[prev img=""https://s5.postimg.cc/u1wuyewhz/image.jpg"" /]",[source],"[mega id=""https://mega.nz/#F!YAw20SJJ!H7N2NOaT23esyK7_C4HJYQ"" /]"
"[title_desc name=""Steam File Manager"" desc=""Manages custom content for steam games"" /]",[kkratings id=313258],"[prev img=""https://s5.postimg.cc/sbdtwxeyv/steam_file_manager.png"" /]",[source],"[mega id=""https://mega.nz/#F!MFAk1ZqK!pNeiDSvolJc_NUeLtirGmA"" /]"
"[title_desc name=""Sublime-VDF-Languages"" desc=""Syntax highlighting for Valve formats in Sublime Text"" /]",[kkratings id=313259],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[all_engines],"[mega id=""https://mega.nz/#F!EVgS1YzR!a_eu73mCbGYetj6CDfzlow"" /]"
"[title_desc name=""TGA Thumbnail Plugin (Thumbplug)"" desc=""Adds TGA Thumbnails in windows"" /]",[kkratings id=313260],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[all_engines],"[mega id=""https://mega.nz/#F!cBQQ0JJJ!BHiZi1TB3RoHH2rb5yP0qg"" /]"
"[title_desc name=""ToGL"" desc=""OpenGL wrapper for Direct3D"" /]",[kkratings id=313261],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[all_engines],"[mega id=""https://mega.nz/#F!oVhGlaKR!n4f0LCU122WmFIemY2MVxQ"" /]"
"[title_desc name=""Updated Half-Life Dlls"" desc=""This new render dll's support transparent models in many new MOD's."" /]",[kkratings id=313262],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!sdg1ETwb!KmAE1Xon4F0GgO6psRcCgA"" /]"
"[title_desc name=""Valve Icon Pack"" desc=""Collection of icons for valve games"" /]",[kkratings id=313263],"[prev img=""https://s5.postimg.cc/8ut4aejuv/Valve_Icon_Pack.jpg"" /]",[all_engines],"[mega id=""https://mega.nz/#F!hFxxhRRD!lC4uJ3zV2VXWJcscKmaPiA"" /]"
"[title_desc name=""VconsoleLib"" desc=""A PoC library for working with the VConsole network protocol."" /]",[kkratings id=313264],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!tQYmAIrJ!iw-BpEw1fcz-fjuq4c5ErA"" /]"
"[title_desc name=""VDF Parsing library"" desc=""Valve Data File Parsing library."" /]",[kkratings id=313265],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!UIwV1ACB!iTDmhy9SonBnSTwnK_j6WQ"" /]"
"[title_desc name=""VGUI Localization Tool"" desc=""Easily recreate your gui elements in other languages"" /]",[kkratings id=313266],"[prev img=""https://s5.postimg.cc/y28loeccn/vgui.png"" /]",[source],"[mega id=""https://mega.nz/#F!wFQTQIbS!KnKjLbctpuIkhbuHlJb5Pw"" /]"
"[title_desc name=""VICE"" desc=""Vice is Valve's tool for ICE encryption, a trick used mainly to protect weapon script files from modification by server admins."" /]",[kkratings id=313267],"[prev img=""https://s5.postimg.cc/y5nre9g93/cmd_Tool.png"" /]",[source],"[mega id=""https://mega.nz/#F!8YgjgSRa!Yjj9ZAa64m6wk3T0I4mZNA"" /]"
"[title_desc name=""VIDE"" desc=""Valve Integrated Development Environment"" /]",[kkratings id=313268],"[prev img=""https://s5.postimg.cc/ntg4ikoav/vide.png"" /]",[source],"[mega id=""https://mega.nz/#F!VIpgmQ5K!xft-IyeYAvsvzvMWan65cQ"" /]"
"[title_desc name=""VMPI by TopphattWaffle"" desc=""This is a set of scripts that make VMPI workers easier, vmpi is used for network distributed map compiling"" /]",[kkratings id=313269],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!EUwUnDCD!bWwTl1LO-DY2enY-YlUKew"" /]"
"[title_desc name=""Vogl"" desc=""VOGL is a debugger for the OpenGL rendering API intended to be used in the development of video games"" /]",[kkratings id=313270],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[all_engines],"[mega id=""https://mega.nz/#F!xU4VwbyC!J9NDigMW_z7or9XPKZQWIA"" /]"
"[title_desc name=""VoglPerf"" desc=""benchmarking tool for Linux OpenGL games"" /]",[kkratings id=313271],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[all_engines],"[mega id=""https://mega.nz/#F!NAYH1Aza!SW14CfDhXjolQRBR0w8xzw"" /]"
"[title_desc name=""VPK Context Menu"" desc=""This simple script in batch add a button in the windows context menu for create files in VPK format"" /]",[kkratings id=313272],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source],"[mega id=""https://mega.nz/#F!IcpjRTSb!ahabfitMZVJzl1Np720HPQ"" /]"
"[title_desc name=""VPK tool (for OS X)"" desc=""Drop items (vpk you want to extract or folders you want to convert to vpk) onto the App Icon"" /]",[kkratings id=313273],"[prev img=""https://s5.postimg.cc/nhyo5t7uv/52b78b2b10b00.jpg"" /]",[source],"[mega id=""https://mega.nz/#F!cV50VR7A!Y4CXi9mzamjC5MEH2AWWvA"" /]"
"[title_desc name=""VTF shell extensions"" desc=""Add thumbnail support for VTF files in windows"" /]",[kkratings id=313274],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[source_and_source2],"[mega id=""https://mega.nz/#F!tF5UgLya!d0qWz2USlTcofGOD5SI_yg"" /]"
"[title_desc name=""Wavosaur"" desc=""Tool to aid in the creation of WAV files"" /]",[kkratings id=313275],"[prev img=""https://s5.postimg.cc/jmva38op3/u_http_www_wavosaur_com_images_screenshot_wav.jpg"" /]",[all_engines],"[mega id=""https://mega.nz/#F!1JJjxKiL!Xd9Zn0UFt-JvxNUu9g1LoQ"" /]"
"[title_desc name=""WC Parser"" desc=""Parse Source SDK '.wc' files."" /]",[kkratings id=313276],"[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[all_engines],"[mega id=""https://mega.nz/#F!5ZRBDCba!1AmvwWlS5C4_WjeYeAD22w"" /]"
"[title_desc name=""Worldcraft Color Editor"" desc=""Edit the UI colors in Worldcraft"" /]",[kkratings id=313277],"[prev img=""https://s5.postimg.cc/42nwcpekn/wcce.png"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!BAA0DbSb!HCR4Bq1DJHY45zpuKKR7iw"" /]"
"[title_desc name=""Half-Life Launch Pad"" desc=""Half-Life Launch Pad is an application to ease the process of loading mods and maps for Source and GoldSource."" /]",[kkratings id=313278],"[prev img=""https://s5.postimg.cc/sjl7yiy9z/hllp10050_2.jpg"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!dYRBiSKb!2HycUHo1lrYBA3kJUTYcSg"" /]"
"[title_desc name=""VMF Picker"" desc=""Great little tool for adding VMF associations to specific Hammer Versions"" /]",[kkratings id=313279],"[prev img=""http://postimg.cc/image/da98qsjk3/"" /]",[source],"[mega id=""https://mega.nz/#F!sFpCFKJZ!eP7vRnFgjoUnQQAZ76aGOg"" /]"
"[title_desc name=""KV File Generator (Online Tool)"" desc=""A utility that automatically generates a formatted .kv file based on your selection."" /]",[kkratings id=313280],"[prev img=""https://s5.postimg.cc/d84kiubd3/kvfilegen.png"" /]",[source],"[mega id=""http://kvfilegen.appspot.com/"" /]"
"[title_desc name=""GMadConv"" desc=""simple command line program that converts v13 packed addons to v12"" /]",[kkratings id=313281],"[prev img=""https://s5.postimg.cc/y5nre9g93/cmd_Tool.png"" /]",[source],"[mega id=""https://mega.nz/#F!sEwTmTqC!Kd9pSQ0xgaWPh8Rd4weuNw"" /]"
"[title_desc name=""GMad Extractor"" desc=""simple command line program that converts v13 packed addons to v12"" /]",[kkratings id=313282],"[prev img=""https://s5.postimg.cc/musghu4g7/gmad.png"" /]",[source],"[mega id=""https://mega.nz/#F!cdpEHDKK!f8emF6HIqHTjGZjHaHee1g"" /]"
"[title_desc name=""Source Icon Set "" desc=""Collection of simple icons for Source related content (This version is from Riintouge)"" /]","[kkratings id=""313283""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!AU5HxaLC!2Ty1U6TZEr1rzMbL-TtM9Q"" /]"
"[title_desc name=""Rufio's SDK GUI"" desc=""A GUI for both VTEX and studiomdl."" /]","[kkratings id=""313284""]","[prev img=""https://s5.postimg.cc/6bugq7qtj/no_preview.png"" /]",[goldsrc_and_source],"[mega id=""https://mega.nz/#F!9RhxFbDJ!1drsLtC3cLFLMPxLFSVLkw"" /]"
"[title_desc name=""Half-Life CGShader"" desc=""This is a pixel shader for bloom-like effects on any Half-Life engine game."" /]","[kkratings id=""313285""]","[prev img=""https://s5.postimg.cc/bcsn0yytj/cgshader_3.jpg"" /]",[goldsrc],"[mega id=""https://mega.nz/#F!0Mh2iCBK!pq7B8ZXPAv_Ibf1PQOKvJA"" /]"
