Name / Description,Rating,"<img src=""https://s5.postimg.cc/gn6oq7t3b/g_cont.png"" width=""20"" height=""20"" title=""Game Tutorial Relates to!"">",Src / Author
"[tut_desc name=""Sounds on map!"" desc=""Sounds on map!"" link=""https://gamebanana.com/tuts/10265"" /]","[kkratings id=""393916""]",[CS],"[author name="" Tatu Eugen"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Installing Custom Sound Files"" desc=""Installing Custom Sound Files"" link=""https://gamebanana.com/tuts/3421"" /]","[kkratings id=""393917""]",[CSCZ],"[author name=""Guest"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Half-Life Texture Materials Sounds"" desc=""determines the sound that each texture makes when walked on, hit, or destroyed."" link=""https://web.archive.org/web/20020222105910/http://www.planethalflife.com:80/wavelength/levels/resources/materials.html"" /]","[kkratings id=""393918""]",[HL],"[author name=""HellBringer, Spider"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png"" /]"
"[tut_desc name=""Half-Life Sounds"" desc=""This is a complete list of EVERY .wav file from the pak0.pak file for Half-Life"" link=""https://web.archive.org/web/20020614044009/http://www.planethalflife.com:80/wavelength/levels/resources/sounds.html"" /]","[kkratings id=""393919""]",[HL],"[author name=""HellBringer, Spider"" alt=""wavelength"" img=""https://s5.postimg.cc/sntx8wjr7/wave_author.png"" /]"
"[tut_desc name=""HALF-LIFE\'S AMBIENT SOUNDS"" desc=""HALF-LIFE\'S AMBIENT SOUNDS"" link=""https://web.archive.org/web/20020204182144/http://lunaran.fragland.net:80/lsite.php?content=hlsounds"" /]","[kkratings id=""393920""]",[HL],"[author name=""lunaran"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""Basic QERadiant & Half-Life & Editing Resources"" desc=""Basic QERadiant & Half-Life & Editing Resources"" link=""https://web.archive.org/web/20011226225933fw_/http://halflife.qeradiant.com:80/misc/misc02.htm"" /]","[kkratings id=""393921""]",[HL],"[author name=""Tiger"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""How to make a sound for gold source"" desc=""This tutorial shows you how to make a sound compatible for goldsource engine"" link=""https://www.moddb.com/games/half-life/tutorials/how-to-easy-make-a-sound-for-goldsource"" /]","[kkratings id=""393913""]",[HL],"[author name=""LastLifeOfficial "" alt=""moddb"" img=""https://i.postimg.cc/fTP7cY6z/moddb-author.png"" /]"
"[tut_desc name=""How to change sounds in Half-Life"" desc=""A quick tutorial on how to replace the .wav files with your own."" link=""https://www.moddb.com/games/half-life/tutorials/how-to-change-sounds-in-half-life"" /]","[kkratings id=""393914""]",[HL],"[author name=""nmb24"" alt=""moddb"" img=""https://i.postimg.cc/fTP7cY6z/moddb-author.png"" /]"
"[tut_desc name=""Looping custom ambient_generic sounds Half-Life"" desc=""A quick guide to looping .wav sound files in Half-life"" link=""https://web.archive.org/web/20061017025511/http://collective.valve-erc.com/index.php?doc=1070392493-12550200"" /]","[kkratings id=""393913""]",[HL],"[author name=""Veli-Pekka Lehtonen"" alt=""verc"" img=""https://i.postimg.cc/rsHbgHVc/verc-author.png"" /]"
"[tut_desc name=""VOX Announcer Word Reference"" desc=""Using the words on this list, you can create sentences for the VOX announcer to say. "" link=""https://web.archive.org/web/20020829144302/http://tf.valve-erc.com/kbase.php?id=23"" /]","[kkratings id=""393914""]",[HL],"[author name=""aXon"" alt=""verc"" img=""https://i.postimg.cc/rsHbgHVc/verc-author.png"" /]"
"[tut_desc name=""Taming the Speaker Entity"" desc=""The \'speaker\' entity creates the effect of having a public-address system in your level"" link=""https://web.archive.org/web/20020827001013/http://www.gamedesign.net/?file=rust/content/half-life/tutorials/speaker"" /]","[kkratings id=""393915""]",[HL],"[author name=""Mithodiel"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png"" /]"
"[tut_desc name=""Speak And Spk Commands"" desc=""Speak And Spk Commands"" link=""https://steamcommunity.com/sharedfiles/filedetails/?id=595080353"" /]","[kkratings id=""393916""]",[HL],"[author name=""Intresless"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png"" /]"
"[tut_desc name=""CD Music Commands"" desc=""CD Music Commands"" link=""https://steamcommunity.com/sharedfiles/filedetails/?id=1203622509"" /]","[kkratings id=""393917""]",[HL],"[author name=""snow344"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png"" /]"
"[tut_desc name=""Custom Sentences"" desc=""Custom Sentences"" link=""http://web.archive.org/web/20031028210322/http://home.att.net/~firebinder/hl/sentences1.htm"" /]","[kkratings id=""393918""]",[HL],"[author name=""firebinder"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png"" /]"
"[tut_desc name=""How to have perfect sound."" desc=""How to have perfect sound."" link=""https://steamcommunity.com/sharedfiles/filedetails/?id=1339724773"" /]","[kkratings id=""393919""]",[HL],"[author name=""Tesco Express"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png"" /]"
