Name / Description,"<img src=""https://s5.postimg.cc/gn6oq7t3b/g_cont.png"" width=""20"" height=""20"" title=""Game Tutorial Relates to!"">",Src / Author
"[tut_desc name=""CS_Militia-like Flowing Water"" desc=""Moving water layer"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/164/CS_Militia-like_Flowing_Water"" /]",[css],"[author name=""Kizza"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""Making a Camera Part 2"" desc=""Making a Camera Part 2"" link=""http://web.archive.org/web/20151030062902/http://www.slackiller.com/New%20Tuts/camera2.html"" /]",[css],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Reducing Vis Times"" desc=""Reducing Vis Times"" link=""http://web.archive.org/web/20071121134702/http://www.gamedesign.net/node/934"" /]",[css],"[author name=""mazemaster"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""Practical Displacements"" desc=""Practical Displacements"" link=""http://web.archive.org/web/20071121132214/http://www.gamedesign.net/node/1010"" /]",[css],"[author name=""yesukai"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""Real Constructive: Hammer Geometry for Unreal Mappers"" desc=""Real Constructive: Hammer Geometry for Unreal Mappers"" link=""http://web.archive.org/web/20071121141323/http://www.gamedesign.net/node/1068"" /]",[css],"[author name=""yesukai"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""The Tangled Web We Weave: Ropes in HL2"" desc=""The Tangled Web We Weave: Ropes in HL2"" link=""http://web.archive.org/web/20071121231315/http://www.gamedesign.net/node/1033"" /]",[css],"[author name=""yesukai"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""Using the Nodraw Texture"" desc=""Using the Nodraw Texture"" link=""http://web.archive.org/web/20071121132219/http://www.gamedesign.net/node/779"" /]",[css],"[author name=""Adam"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""Shutters"" desc=""An easy little tutorial that teaches the user to create hinged objects. In this example, we'll be making shutters."" link=""http://web.archive.org/web/20080921150715/http://www.vlatitude.com/tutorials.php?tutID=59"" /]",[css],"[author name=""BB"" alt=""vlatitude"" img=""https://s5.postimg.cc/o6iv6hwjn/vlatitude.png""]"
"[tut_desc name=""Water"" desc=""This tutorial gives you a better idea of how some of those cool water effects in HL2 are created. It's surprisingly simple"" link=""http://web.archive.org/web/20080921150720/http://www.vlatitude.com/tutorials.php?tutID=60"" /]",[css],"[author name=""Zombie@computer"" alt=""vlatitude"" img=""https://s5.postimg.cc/o6iv6hwjn/vlatitude.png""]"
"[tut_desc name=""Simple lights"" desc=""Let you map have light! A tutorial that will give you a better idea of how simple lights are implemented into your maps and also the effects that they will have on the compiled product."" link=""http://web.archive.org/web/20080921150730/http://www.vlatitude.com/tutorials.php?tutID=62"" /]",[css],"[author name=""Rancor"" alt=""vlatitude"" img=""https://s5.postimg.cc/o6iv6hwjn/vlatitude.png""]"
"[tut_desc name=""Making a Camera"" desc=""Making a Camera"" link=""http://web.archive.org/web/20151030062819/http://www.slackiller.com/New%20Tuts/camera.html"" /]",[css],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Making a Spawn in CS:Source"" desc=""Making a Spawn and func_buyzone in CS:S"" link=""http://web.archive.org/web/20151030061555/http://www.slackiller.com/New%20Tuts/spawntut.html2"" /]",[css],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Hang 'Em High: phys_ballsocket"" desc=""Hang 'Em High: phys_ballsocket"" link=""http://web.archive.org/web/20071121223907/http://www.gamedesign.net/node/1039"" /]",[css],"[author name=""yesukai"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""Making a Ladder"" desc=""Making a Ladder"" link=""http://web.archive.org/web/20151030062004/http://www.slackiller.com/New%20Tuts/ladder.html"" /]",[css],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Doors in HL2: The prop_door_rotating Entity"" desc=""Doors in HL2: The prop_door_rotating Entity"" link=""http://web.archive.org/web/20071121223604/http://www.gamedesign.net/node/1006"" /]",[css],"[author name=""yesukai"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""CSS Bomb Advance Tutorial by Meathead (77)"" desc=""Following on from the bomb target tutorial - how to set Bomb advance in your CSS map with fire and sound. This is a VIDEO tutorial."" link=""http://web.archive.org/web/20060624201145/http://www.halfwit-2.com/?page=tutorials&amp;id=77&amp;PHPSESSID=09c34bedeea9a306d3cf8e9d75122665"" download_link=""https://mega.nz/#F!4cZB3TqS!PlpI9NqtXNcipewnjBj7nw"" /]",[css],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Making a Dynamic Light"" desc=""Making a Dynamic Light"" link=""http://web.archive.org/web/20151030062233/http://www.slackiller.com/New%20Tuts/dyn_light.html"" /]",[css],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Creating a Skybox"" desc=""Creating a Skybox"" link=""http://web.archive.org/web/20071106093538/http://www.gamedesign.net/node/777"" /]",[css],"[author name=""skinmaster"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""BuyZone Video Tutorial by Meathead (72)"" desc=""Placing a BuyZone in a CSS map."" link=""http://web.archive.org/web/20060624201145/http://www.halfwit-2.com/?page=tutorials&amp;id=72&amp;PHPSESSID=09c34bedeea9a306d3cf8e9d75122665"" download_link=""https://mega.nz/#F!xZQQEZiB!wr3RziRMRP4JenUj40jBsg"" /]",[css],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Hidden and Dangerous: npc_sniper"" desc=""Hidden and Dangerous: npc_sniper"" link=""http://web.archive.org/web/20071121131019/http://www.gamedesign.net/node/1013"" /]",[css],"[author name=""yesukai"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""Making Props Show Up"" desc=""Making Props Show Up"" link=""http://web.archive.org/web/20071121141052/http://www.gamedesign.net/node/1016"" /]",[css],"[author name=""yesukai"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""Import Custom Textures"" desc=""Import Custom Textures"" link=""http://web.archive.org/web/20071121083906/http://www.gamedesign.net/node/780"" /]",[css],"[author name=""Adam"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""Gameplay Optimization"" desc=""A trick for improving player movement through your single or multiplayer level. Touches on the proper use of prop_physics, player clips, and layout techniques."" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/199/Gameplay_Optimization"" /]",[game_multi],"[author name=""Riven"" alt=""snarkpit"" img=""https://s5.postimg.cc/cuiqjrhhf/snark_author.png""]"
"[tut_desc name=""Fixing Half-Life 2 and Portal Mods on SteamPipe: A Quick Guide"" desc=""This article can help bring your older mods back to life on Steam pipe"" link=""http://lambdageneration.com/modding/source/fixing-half-life-2-and-portal-mods-on-steampipe-a-quick-guide/"" /]",[game_multi],"[author name=""MisterAddy"" alt=""lambda"" img=""https://s5.postimg.cc/gyyxq9tkz/Lambda_author.png""]"
"[tut_desc name=""Endless Trains (200)"" desc=""This tutorial is another train oriented one. It shows how to make a couple of trains go from one tunnel to another, and after a short while they do it again endlessly."" link=""http://web.archive.org/web/20150207111757/http://www.halfwit-2.com/?page=tutorials&amp;id=200"" download_link=""https://mega.nz/#F!lcAyDJbb!UiJ0fjIouWWdHlfkhuK8bA"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Electrified Water (199)"" desc=""This is part two of the dangly wire/electrified water tutorial. It uses the set up in the last tutorial and only adds a water brush and a trigger_hurt brush, and a couple of adjustments to outputs."" link=""http://web.archive.org/web/20150207120356/http://www.halfwit-2.com/?page=tutorials&amp;id=199"" download_link=""https://mega.nz/#F!cdIg3YaR!NRsM22VB2fi2LZIzLxJsmQ"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Dangling Sparky Wire (198)"" desc=""illustrating a dangling electric wire"" link=""http://web.archive.org/web/20141005073823/http://www.halfwit-2.com/?page=tutorials&amp;id=198"" download_link=""https://mega.nz/#F!pYxQyaRD!FaycMh7BFVRI_SbeAkxoAA"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Magnusson Device (197)"" desc=""how to make the Magnusson Device spawner from Episode 2."" link=""http://web.archive.org/web/20150207084206/http://www.halfwit-2.com/?page=tutorials&amp;id=197"" download_link=""https://mega.nz/#F!dM5jwS6Q!9V57eX1dJRwaZnwzbdwIUQ"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Introduction to the Particle Editor by Dylan Holcomb (196)"" desc=""Put together by Dylan Holcomb, this helps you find your way around the new Particle Editor."" link=""http://web.archive.org/web/20150207130442/http://www.halfwit-2.com/?page=tutorials&amp;id=196"" download_link=""https://mega.nz/#F!FRYVWKQb!wHvpoT0KKPdtShbRE4T19w"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Brushwork The Vertex Tool (195)"" desc=""This is just an illlustration of what can be achieved with creative brushwork, so you don't always have square or rectangular rooms in your map."" link=""http://web.archive.org/web/20150207130135/http://www.halfwit-2.com/?page=tutorials&amp;id=195"" download_link=""https://mega.nz/#F!FRYVWKQb!wHvpoT0KKPdtShbRE4T19w"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Keypad Puzzle by Bud Doug Lee (193)"" desc=""A keypad tutorial with a difference"" link=""http://web.archive.org/web/20150219221231/http://www.halfwit-2.com/?page=tutorials&amp;id=193"" download_link=""https://mega.nz/#F!IZ5XCa6D!-VxqMaBNRzgzZu-7kc465g"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Elapsed Time by Bud Doug Lee (192)"" desc=""Elapsed Time by Bud Doug Lee"" link=""http://web.archive.org/web/20150219221231/http://www.halfwit-2.com/?page=tutorials&amp;id=192"" download_link=""https://mega.nz/#F!dNwgFL4C!GdHV_fMJcEQ6PQbNpPolFw"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Mounted Turret for Orange Box Games by Lord Ned (191)"" desc=""Creating a Mounted gun, for Orange-box games and mods. (Ep2, etc)"" link=""http://web.archive.org/web/20141007063837/http://www.halfwit-2.com/?page=tutorials&amp;id=191"" download_link=""https://mega.nz/#F!9Bxy1bIJ!O5wPFTD7Z3H3HkJGU-wRaA"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Moving Floor (190)"" desc=""This tutorial shows how to make a conveyor that transports the player - so a moving floor I guess. I will put up a tutorial on how to make one for transporting objects later."" link=""http://web.archive.org/web/20141005011326/http://www.halfwit-2.com/?page=tutorials&amp;id=190"" download_link=""https://mega.nz/#F!8dxGARhR!xa144tl2b4h8bpX06on3tw"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Zombies with no Headcrab (187)"" desc=""Simple tute showing how to do this. Be aware that when they get shot a headcrab appears from nowhere !! "" link=""http://web.archive.org/web/20150207070930/http://www.halfwit-2.com/?page=tutorials&amp;id=187"" download_link=""https://mega.nz/#F!EdgFBTJB!0QPERxkDZU1hf9GczqEPPg"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Friendly Floor Turrets (186)"" desc=""Tutorial on how to set up Floor turrets to shoot at your enemies."" link=""http://web.archive.org/web/20150207145715/http://www.halfwit-2.com/?page=tutorials&amp;id=186"" download_link=""https://mega.nz/#F!lQRHyY6C!MkJcQ9bIVjiYmNdf5RVoog"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Hanging Light (185)"" desc=""How to make a hanging/swinging light fixture."" link=""http://web.archive.org/web/20150207123656/http://www.halfwit-2.com/?page=tutorials&amp;id=185"" download_link=""https://mega.nz/#F!UJoCgLbJ!4ma-fPV2Qb4KQ-vuZvFsxQ"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Tiberium fuel by Bud doug Lee (184)"" desc=""This tutorial shows how to 'fuel' an energy source."" link=""http://web.archive.org/web//http://www.halfwit-2.com/?page=tutorials&amp;id=184"" download_link=""https://mega.nz/#F!BFZjTaxT!_x1MQ0K2nArIYnVFpR-wTQ"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Lightmap Scale by #1Duck (183)"" desc=""In this tutorial I will show you how to use lightmapscale to help make good, realistic looking shadows.(#1Duck)"" link=""http://web.archive.org/web//http://www.halfwit-2.com/?page=tutorials&amp;id=183"" download_link=""https://mega.nz/#F!EMolDC7T!i_ssGteg6Wp6yh-2a3K0fA"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""A Jump Pad (182)"" desc=""Wanted to make something like in Unreal tournament a bounce pad,"" link=""http://web.archive.org/web/20141129112907/http://www.halfwit-2.com/?page=tutorials&amp;id=182"" download_link=""https://mega.nz/#F!FZwkSIgC!dECkJ6vSi20hV1VfN9eThg"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Combine Shield (181)"" desc=""How to construct one from scratch - though there is a prefab in Hammer."" link=""http://web.archive.org/web/20090727231421/http://www.halfwit-2.com/?page=tutorials&amp;id=181"" download_link=""https://mega.nz/#F!IFJxUK7R!9rbz8vmtc_4WxHdnoybF-A"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Remote Controlled Vehicle by Bud Doug Lee (180)"" desc=""Create a remote control mechanism that applies to a vehicle."" link=""http://web.archive.org/web/20090727231421/http://www.halfwit-2.com/?page=tutorials&amp;id=180"" download_link=""https://mega.nz/#F!gIh3yYjb!xu3GPsbrPX_DQnN2z2_7zQ"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Water and Displacements (179)"" desc=""Shows how to place water so it looks natural in a displacement area."" link=""http://web.archive.org/web/20090727231421/http://www.halfwit-2.com/?page=tutorials&amp;id=179"" download_link=""https://mega.nz/#F!IRxnlJza!Dr9fUoqn-7z8R27U0jTLKw"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Realism in Maps Part 2 by #1Duck (178)"" desc=""This Tutorial assumes you have completed 'Part-1', of making the corridor."" link=""http://web.archive.org/web/20090727231421/http://www.halfwit-2.com/?page=tutorials&amp;id=178"" download_link=""https://mega.nz/#F!RY5DCDIb!Ep4MZNuUf0a-xyes5QVGSA"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Making Maps Realistic by #1Duck (177)"" desc=""Making Maps Realistic"" link=""http://web.archive.org/web/http://www.halfwit-2.com/?page=tutorials&amp;id=177"" download_link=""https://mega.nz/#F!JVp1gZLQ!7-2NcR45tdLamnIgBsaoKw"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Crouch/Stand-off (176)"" desc=""In HL2 City 17 - there's a scene where you and some rebels are trying to get through a combine gate. "" link=""http://web.archive.org/web/http://www.halfwit-2.com/?page=tutorials&amp;id=176"" download_link=""https://mega.nz/#F!lIhD3byL!otuuC9o4olfQorw8bbYQCQ"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Electrification (175)"" desc=""This tutorial shows how to electrify something so that touching it hurts the player."" link=""http://web.archive.org/web/http://www.halfwit-2.com/?page=tutorials&amp;id=175"" download_link=""https://mega.nz/#F!NdgnBYKC!oGmSZW4G9fPrOyG5E5hYDw"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Hanging from a Rope (174)"" desc=""This tutorial shows how to hang something from a rope/cable. In this case it's a citizen - but the same principle applies to other models/entities."" link=""http://web.archive.org/web/http://www.halfwit-2.com/?page=tutorials&amp;id=174"" download_link=""https://mega.nz/#F!kIohnCTA!SL9AD0ubkwZiiezim2zMjg"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Blowtorch by Nero (172)"" desc=""This is a tutorial from Nero that shows you how to make a carryable blowtorch that you can use to cut open a door."" link=""http://web.archive.org/web/http://www.halfwit-2.com/?page=tutorials&amp;id=172"" download_link=""https://mega.nz/#F!oAY2zDzB!XE91IDezk3DXkKUwCp06GA"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Neon Lights by Bud Doug Lee (201)"" desc=""This is a tutorial on Neon Signs, made by Bud Doug Lee. The VMF has three letter 'A' in red, that blink on one at a time, then all blink on and off."" link=""http://web.archive.org/web/20141005233652/http://www.halfwit-2.com/?page=tutorials&amp;id=201"" download_link=""https://mega.nz/#F!RRh0hAaJ!wAapaKijafIoN6FrCLOTrQ"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Autostairs (202)"" desc=""Resembling the automatic stairs in Portal, this was made for Ep 2. It will work in both Half-life 2 and Portal, just be selective with your textures."" link=""http://web.archive.org/web/http://www.halfwit-2.com/?page=tutorials&amp;id=202"" download_link=""https://mega.nz/#F!ZN5ExZbZ!Xi9xAxeS8H1RJODnL3suPQ"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Creating caves using Displacements"" desc=""Ever wondered how you can make caves like in Episode 2?"" link=""https://twhl.info/wiki/page/Tutorial%3A_Creating_caves_using_Displacements"" /]",[hl2],"[author name=""Moaby"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
"[tut_desc name=""Slide Out Stairs (203)"" desc=""This is a set of stairs that slide out from a wall."" link=""http://web.archive.org/web/http://www.halfwit-2.com/?page=tutorials&amp;id=203"" download_link=""https://mega.nz/#F!9IY03RTK!TkvKggHEkTxE2VJKOVeTTg"" /]",[hl2],"[author name=""halfwit 2"" alt=""halfwit"" img=""https://s5.postimg.cc/f9ufvy39f/halfwit_author.png""]"
"[tut_desc name=""Detailing map brushes using XSI"" desc=""How to use XSI to detail your world geometry"" link=""https://twhl.info/wiki/page/Tutorial%3A_Detailing_map_brushes_using_XSI"" /]",[hl2],"[author name=""Don Punch"" alt=""twhl"" img=""https://s5.postimg.cc/whili5xqb/twhl_author.png""]"
